"","group","consumer","median","alpha.median","littoral_reliance","Community","lake_name","lake_id","nhdhr_id","site_id","state","NLDAS2021","lon","lat","IceOff","clarity.z","lakeperimeter.z","mean_gdd_0c.z","secchi.z","lakeshorelinefactor.z","elevation.z","depth.z","lakearea.z","total.dev.z","total.ag.z","total.for.z"
"1","Alexander-2021","NOP",4.09031349522571,0.919451433314526,0.0805485666854744,"Alexander-2021","Alexander",49007900,"nhdhr_120018316","nhdhr_120018316","MN",24.8432299399461,-94.5218822773,46.2031456804,2011-10-07,-0.559532124644053,0.681737279790684,-0.198174963985822,0.829249595594682,0.304070703443206,0.202586565861781,1.42348242211091,2.55511029397068,0.156972016002467,-0.42617751567126,0.767721264545974
"2","Alexander-2021","SMB",4.17030633973865,0.90986395378605,0.09013604621395,"Alexander-2021","Alexander",49007900,"nhdhr_120018316","nhdhr_120018316","MN",24.8432299399461,-94.5218822773,46.2031456804,2011-10-07,-0.559532124644053,0.681737279790684,-0.198174963985822,0.829249595594682,0.304070703443206,0.202586565861781,1.42348242211091,2.55511029397068,0.156972016002467,-0.42617751567126,0.767721264545974
"3","Alexander-2021","BLC",4.05504463141666,0.955245426244634,0.0447545737553656,"Alexander-2021","Alexander",49007900,"nhdhr_120018316","nhdhr_120018316","MN",24.8432299399461,-94.5218822773,46.2031456804,2011-10-07,-0.559532124644053,0.681737279790684,-0.198174963985822,0.829249595594682,0.304070703443206,0.202586565861781,1.42348242211091,2.55511029397068,0.156972016002467,-0.42617751567126,0.767721264545974
"4","Alexander-2021","BLG",3.87863920485552,0.886308192954937,0.113691807045063,"Alexander-2021","Alexander",49007900,"nhdhr_120018316","nhdhr_120018316","MN",24.8432299399461,-94.5218822773,46.2031456804,2011-10-07,-0.559532124644053,0.681737279790684,-0.198174963985822,0.829249595594682,0.304070703443206,0.202586565861781,1.42348242211091,2.55511029397068,0.156972016002467,-0.42617751567126,0.767721264545974
"5","Alexander-2021","CIS",3.91195734063941,0.68868961922599,0.31131038077401,"Alexander-2021","Alexander",49007900,"nhdhr_120018316","nhdhr_120018316","MN",24.8432299399461,-94.5218822773,46.2031456804,2011-10-07,-0.559532124644053,0.681737279790684,-0.198174963985822,0.829249595594682,0.304070703443206,0.202586565861781,1.42348242211091,2.55511029397068,0.156972016002467,-0.42617751567126,0.767721264545974
"6","Alexander-2021","WAE",4.21543941710694,0.946630507423946,0.0533694925760538,"Alexander-2021","Alexander",49007900,"nhdhr_120018316","nhdhr_120018316","MN",24.8432299399461,-94.5218822773,46.2031456804,2011-10-07,-0.559532124644053,0.681737279790684,-0.198174963985822,0.829249595594682,0.304070703443206,0.202586565861781,1.42348242211091,2.55511029397068,0.156972016002467,-0.42617751567126,0.767721264545974
"7","Alexander-2021","YEP",3.78660756915988,0.973480594019871,0.026519405980129,"Alexander-2021","Alexander",49007900,"nhdhr_120018316","nhdhr_120018316","MN",24.8432299399461,-94.5218822773,46.2031456804,2011-10-07,-0.559532124644053,0.681737279790684,-0.198174963985822,0.829249595594682,0.304070703443206,0.202586565861781,1.42348242211091,2.55511029397068,0.156972016002467,-0.42617751567126,0.767721264545974
"8","Alexander-2021","WTS",3.2965287125821,0.740106336718897,0.259893663281103,"Alexander-2021","Alexander",49007900,"nhdhr_120018316","nhdhr_120018316","MN",24.8432299399461,-94.5218822773,46.2031456804,2011-10-07,-0.559532124644053,0.681737279790684,-0.198174963985822,0.829249595594682,0.304070703443206,0.202586565861781,1.42348242211091,2.55511029397068,0.156972016002467,-0.42617751567126,0.767721264545974
"9","Alexander-2021","LMB",4.33419008624354,0.941149726737715,0.0588502732622846,"Alexander-2021","Alexander",49007900,"nhdhr_120018316","nhdhr_120018316","MN",24.8432299399461,-94.5218822773,46.2031456804,2011-10-07,-0.559532124644053,0.681737279790684,-0.198174963985822,0.829249595594682,0.304070703443206,0.202586565861781,1.42348242211091,2.55511029397068,0.156972016002467,-0.42617751567126,0.767721264545974
"10","Alexander-2021","WAE_Y",3.87210923306985,0.724064987514733,0.275935012485267,"Alexander-2021","Alexander",49007900,"nhdhr_120018316","nhdhr_120018316","MN",24.8432299399461,-94.5218822773,46.2031456804,2011-10-07,-0.559532124644053,0.681737279790684,-0.198174963985822,0.829249595594682,0.304070703443206,0.202586565861781,1.42348242211091,2.55511029397068,0.156972016002467,-0.42617751567126,0.767721264545974
"11","Alexander-2021","LMB_Y",3.64587290776528,0.637714872681879,0.362285127318121,"Alexander-2021","Alexander",49007900,"nhdhr_120018316","nhdhr_120018316","MN",24.8432299399461,-94.5218822773,46.2031456804,2011-10-07,-0.559532124644053,0.681737279790684,-0.198174963985822,0.829249595594682,0.304070703443206,0.202586565861781,1.42348242211091,2.55511029397068,0.156972016002467,-0.42617751567126,0.767721264545974
"12","Alexander-2021","BLC_Y",3.60843959612216,0.840533971732954,0.159466028267046,"Alexander-2021","Alexander",49007900,"nhdhr_120018316","nhdhr_120018316","MN",24.8432299399461,-94.5218822773,46.2031456804,2011-10-07,-0.559532124644053,0.681737279790684,-0.198174963985822,0.829249595594682,0.304070703443206,0.202586565861781,1.42348242211091,2.55511029397068,0.156972016002467,-0.42617751567126,0.767721264545974
"13","Alexander-2021","SMB_Y",3.48853316347206,0.579023333856425,0.420976666143575,"Alexander-2021","Alexander",49007900,"nhdhr_120018316","nhdhr_120018316","MN",24.8432299399461,-94.5218822773,46.2031456804,2011-10-07,-0.559532124644053,0.681737279790684,-0.198174963985822,0.829249595594682,0.304070703443206,0.202586565861781,1.42348242211091,2.55511029397068,0.156972016002467,-0.42617751567126,0.767721264545974
"14","Alexander-2021","BNM",3.41460336619459,0.78842560402546,0.21157439597454,"Alexander-2021","Alexander",49007900,"nhdhr_120018316","nhdhr_120018316","MN",24.8432299399461,-94.5218822773,46.2031456804,2011-10-07,-0.559532124644053,0.681737279790684,-0.198174963985822,0.829249595594682,0.304070703443206,0.202586565861781,1.42348242211091,2.55511029397068,0.156972016002467,-0.42617751567126,0.767721264545974
"15","Alexander-2021","BKF",4.74143025522078,0.474597808644096,0.525402191355904,"Alexander-2021","Alexander",49007900,"nhdhr_120018316","nhdhr_120018316","MN",24.8432299399461,-94.5218822773,46.2031456804,2011-10-07,-0.559532124644053,0.681737279790684,-0.198174963985822,0.829249595594682,0.304070703443206,0.202586565861781,1.42348242211091,2.55511029397068,0.156972016002467,-0.42617751567126,0.767721264545974
"16","Alexander-2021","JND",3.11656593647191,0.222807040934102,0.777192959065898,"Alexander-2021","Alexander",49007900,"nhdhr_120018316","nhdhr_120018316","MN",24.8432299399461,-94.5218822773,46.2031456804,2011-10-07,-0.559532124644053,0.681737279790684,-0.198174963985822,0.829249595594682,0.304070703443206,0.202586565861781,1.42348242211091,2.55511029397068,0.156972016002467,-0.42617751567126,0.767721264545974
"17","Alexander-2021","SPO",3.27645124216102,0.758941352561586,0.241058647438414,"Alexander-2021","Alexander",49007900,"nhdhr_120018316","nhdhr_120018316","MN",24.8432299399461,-94.5218822773,46.2031456804,2011-10-07,-0.559532124644053,0.681737279790684,-0.198174963985822,0.829249595594682,0.304070703443206,0.202586565861781,1.42348242211091,2.55511029397068,0.156972016002467,-0.42617751567126,0.767721264545974
"18","Alexander-2021","BLG_Y",3.34635302879682,0.790399729761901,0.209600270238099,"Alexander-2021","Alexander",49007900,"nhdhr_120018316","nhdhr_120018316","MN",24.8432299399461,-94.5218822773,46.2031456804,2011-10-07,-0.559532124644053,0.681737279790684,-0.198174963985822,0.829249595594682,0.304070703443206,0.202586565861781,1.42348242211091,2.55511029397068,0.156972016002467,-0.42617751567126,0.767721264545974
